"id";"prefix";"vendor"
128497;"94E0D0";HealthStream Taiwan Inc.
128498;"94E0D6";China Dragon Technology Limited
128499;"94E1AC";Hangzhou Hikvision Digital Technology Co.,Ltd.
128500;"94E226";D. ORtiz Consulting, LLC
128501;"94E2FD";Boge Kompressoren OTTO Boge GmbH & Co. KG
128502;"94E36D";Texas Instruments
128503;"94E3EE";zte corporation
128504;"94E4BA";Huawei Device Co., Ltd.
128505;"94E6F7";Intel Corporate
128506;"94E70B";Intel Corporate
128507;"94E711";Xirka Dama Persada PT
128508;"94E7EA";HUAWEI TECHNOLOGIES CO.,LTD
128509;"94E848";FYLDE MICRO LTD
128510;"94E8C5";ARRIS Group, Inc.
128511;"94E96A";Apple, Inc.
128512;"94E979";Liteon Technology Corporation
128513;"94E98C";Nokia
128514;"94E9EE";Huawei Device Co., Ltd.
128515;"94EAEA";TELLESCOM INDUSTRIA E COMERCIO EM TELECOMUNICACAO
128516;"94EB2C";Google, Inc.
128517;"94EBCD";BlackBerry RTS
128518;"94EE9F";HMD Global Oy
128519;"94F128";Hewlett Packard Enterprise
128520;"94F19E";HUIZHOU MAORONG INTELLIGENT TECHNOLOGY CO.,LTD
128521;"94F278";Elma Electronic
128522;"94F551";Cadi Scientific Pte Ltd
128523;"94F665";Ruckus Wireless
128524;"94F692";Geminico co.,Ltd.
128525;"94F6A3";Apple, Inc.
128526;"94F6D6";Apple, Inc.
128527;"94F720";Tianjin Deviser Electronics Instrument Co., Ltd
128528;"94F7AD";Juniper Networks
128529;"94FAE8";Shenzhen Eycom Technology Co., Ltd
128530;"94FB29";Zebra Technologies Inc.
128531;"94FBA7";IEEE Registration Authority
128532;"94FBA70";Reichert Inc.
128533;"94FBA71";Inaxsys Security Systems inc.
128534;"94FBA72";Beijing Leja Tech co., Ltd.
128535;"94FBA73";GUANG DONG TAKSTAR ELECTRONIC CO.,LTD.
128536;"94FBA74";UOI TECHNOLOGY CORPORATION
128537;"94FBA75";CAVITY EYE
128538;"94FBA76";Sercomm Corporation.
128539;"94FBA77";Anvil Systems Group, Inc.
128540;"94FBA78";Silver-I Co.,LTD.
128541;"94FBA79";Shanghai Hyco Genyong Technology Co., Ltd.
128542;"94FBA7A";ELKRON
128543;"94FBA7B";Shenzhen Golden Star Technology Ltd
128544;"94FBA7C";Solaborate Inc.
128545;"94FBA7D";Rosenberger Technologies Co.,Ltd.
128546;"94FBA7E";Skyring Smart Technologies(Shenzhen) Co., Ltd.
128547;"94FBB2";SHENZHEN GONGJIN ELECTRONICS CO.,LT
128548;"94FD1D";WhereWhen Corp
128549;"94FD2E";Shanghai Uniscope Technologies Co.,Ltd
128550;"94FE22";HUAWEI TECHNOLOGIES CO.,LTD
128551;"94FE9D";SHENZHEN GONGJIN ELECTRONICS CO.,LT
128552;"94FEF4";Sagemcom Broadband SAS
128553;"98006A";zte corporation
128554;"980074";Raisecom Technology CO., LTD
128555;"9800C1";GuangZhou CREATOR Technology Co.,Ltd.(CHINA)
128556;"9800C6";Apple, Inc.
128557;"9801A7";Apple, Inc.
128558;"980284";Theobroma Systems GmbH
128559;"9802D8";IEEE Registration Authority
128560;"9802D80";Stoerk-Tronic, Stoerk GmbH & Co.KG
128561;"9802D81";SHENZHEN ATEKO PHOTOELECTRICITY CO LTD
128562;"9802D82";United Power Research Technology Corp.
128563;"9802D83";Grammer EiA Electronics nv
128564;"9802D84";Zedi, Inc.
128565;"9802D85";EBI  Ltd.
128566;"9802D86";Fritz Kuebler GmbH
128567;"9802D87";Ormazabal Protection&Automation
128568;"9802D88";Simplo Technology Co.,LTD
128569;"9802D89";Navroom Beijing, China
128570;"9802D8A";HySecurity
128571;"9802D8B";HANSHIN MEDICAL CO., LTD.
128572;"9802D8C";AGV spa
128573;"9802D8D";Promicon Elektronik GmbH + Co.KG
128574;"9802D8E";Private
128575;"9802D8F";Private
128576;"98039B";Mellanox Technologies, Inc.
128577;"9803A0";ABB n.v. Power Quality Products
128578;"9803D8";Apple, Inc.
128579;"980637";IEEE Registration Authority
128580;"9806370";Zoleo Inc.
128581;"9806371";E. P. Schlumberger
128582;"9806372";Summa nv
128583;"9806373";Hangzhou Sanxin Network Technology Co.,Ltd
128584;"9806374";Chengdu Shuwei Communication Technology Co.,Ltd
128585;"9806375";GS GLOBAL SECURITY INC
128586;"9806376";BOEING SSG
128587;"9806377";SAMWONTECH
128588;"9806378";Shenzhen Y&D Electronics Information Co., Ltd
128589;"9806379";NAB co,.LTD
128590;"980637A";Angora Networks
128591;"980637B";Petersime
128592;"980637C";HwaCom Systems Inc.
128593;"980637D";VR Technology(Shenzhen) Limited
128594;"980637E";Shanghai Jinnian information technology Co. Ltd
128595;"98063C";Samsung Electronics Co.,Ltd
128596;"98072D";Texas Instruments
128597;"9809CF";OnePlus Technology (Shenzhen) Co., Ltd
128598;"980C82";SAMSUNG ELECTRO MECHANICS CO., LTD.
128599;"980CA5";Motorola (Wuhan) Mobility Technologies Communication Co., Ltd.
128600;"980D2E";HTC Corporation
128601;"980D51";Huawei Device Co., Ltd.
128602;"980D67";Zyxel Communications Corporation
128603;"980E24";Phytium Technology Co.,Ltd.
128604;"980EE4";Private
128605;"981094";Shenzhen Vsun communication technology Co.,ltd
128606;"9810E8";Apple, Inc.
128607;"981333";zte corporation
128608;"9814D2";Avonic
128609;"9816EC";IC Intracom
128610;"981888";Cisco Meraki
128611;"981BB5";ASSA ABLOY Korea Co., Ltd iRevo
128612;"981DFA";Samsung Electronics Co.,Ltd
128613;"981E0F";Jeelan (Shanghai Jeelan Technology Information Inc
128614;"981E19";Sagemcom Broadband SAS
128615;"981FB1";Shenzhen Lemon Network Technology Co.,Ltd
128616;"98208E";Definium Technologies
128617;"9822EF";Liteon Technology Corporation
128618;"98234E";Micromedia AG
128619;"98262A";Applied Research Associates, Inc
128620;"9828A6";COMPAL INFORMATION (KUNSHAN) CO., LTD.
128621;"98291D";Jaguar de Mexico, SA de CV
128622;"98293F";Fujian Start Computer Equipment Co.,Ltd
128623;"9829A6";COMPAL INFORMATION (KUNSHAN) CO., LTD.
128624;"982CBC";Intel Corporate
128625;"982CBE";"2Wire Inc"
128626;"982D56";Resolution Audio
128627;"982D68";Samsung Electronics Co., Ltd
128628;"982DBA";Fibergate Inc.
128629;"982F3C";Sichuan Changhong Electric Ltd.
128630;"982FF8";Huawei Device Co., Ltd.
128631;"983000";Beijing KEMACOM Technologies Co., Ltd.
128632;"983071";DAIKYUNG VASCOM
128633;"98349D";Krauss Maffei Technologies GmbH
128634;"983571";Sub10 Systems Ltd
128635;"9835B8";Assembled Products Corporation
128636;"9835ED";HUAWEI TECHNOLOGIES CO.,LTD
128637;"983713";PT.Navicom Indonesia
128638;"98398E";Samsung Electronics Co.,Ltd
128639;"983B16";AMPAK Technology, Inc.
128640;"983B8F";Intel Corporate
128641;"983F9F";China SSJ (Suzhou) Network Technology Inc.
128642;"9840BB";Dell Inc.
128643;"98415C";Nintendo Co.,Ltd
128644;"984246";SOL INDUSTRY PTE., LTD
128645;"9843DA";INTERTECH
128646;"9844B6";INFRANOR SAS
128647;"9844CE";HUAWEI TECHNOLOGIES CO.,LTD
128648;"984562";Shanghai Baud Data Communication Co.,Ltd.
128649;"98460A";Apple, Inc.
128650;"98473C";SHANGHAI SUNMON COMMUNICATION TECHNOGY CO.,LTD
128651;"984827";TP-LINK TECHNOLOGIES CO.,LTD.
128652;"984914";Wistron Neweb Corporation
128653;"9849E1";Boeing Defence Australia
128654;"984A47";CHG Hospital Beds
128655;"984B4A";ARRIS Group, Inc.
128656;"984BE1";Hewlett Packard
128657;"984C04";Zhangzhou Keneng Electrical Equipment Co Ltd
128658;"984CD3";Mantis Deposition
128659;"984E97";Starlight Marketing (H. K.) Ltd.
128660;"984FEE";Intel Corporate
128661;"98523D";Sunitec Enterprise Co.,Ltd
128662;"98524A";Technicolor CH USA Inc.
128663;"9852B1";Samsung Electronics Co.,Ltd
128664;"98541B";Intel Corporate
128665;"9857D3";HON HAI-CCPBG  PRECISION IND.CO.,LTD.
128666;"98588A";SYSGRATION Ltd.
128667;"985945";Texas Instruments
128668;"985949";LUXOTTICA GROUP S.P.A.
128669;"985AEB";Apple, Inc.
128670;"985BB0";KMDATA INC.
128671;"985C93";SBG Systems SAS
128672;"985D46";PeopleNet Communication
128673;"985D82";Arista Networks
128674;"985DAD";Texas Instruments
128675;"985E1B";ConversDigital Co., Ltd.
128676;"985FD3";Microsoft Corporation
128677;"986022";EMW Co., Ltd.
128678;"9866EA";Industrial Control Communications, Inc.
128679;"986B3D";ARRIS Group, Inc.
128680;"986C5C";Jiangxi Gosun Guard Security Co.,Ltd
128681;"986CF5";zte corporation
128682;"986D35";IEEE Registration Authority
128683;"986D350";Shenzhen MALATA Mobile Communication Co.,LTD
128684;"986D351";Shenzhen cositea electronics technology co.,LTD
128685;"986D352";SHENZHEN FISE TECHNOLOGY HOLDING CO.,LTD.
128686;"986D353";DH Mechatronic AG
128687;"986D354";blossom communications corp.
128688;"986D355";PDAHL
128689;"986D356";Vitronic Dr.-Ing. Stein Bildverarbeitungssysteme GmbH
128690;"986D357";Zhejiang Hanshow Technology Co., Ltd.
128691;"986D358";Beijing 3CAVI Tech Co.,Ltd
128692;"986D359";Private
128693;"986D35A";iWave Japan, Inc.
128694;"986D35B";INTECH
128695;"986D35C";my-PV GmbH
128696;"986D35D";Praesideo B.V.
128697;"986D35E";BAYCOM OPTO-ELECTRONICS TECHNOLGY CO., LTD.
128698;"986DC8";TOSHIBA MITSUBISHI-ELECTRIC INDUSTRIAL SYSTEMS CORPORATION
128699;"986F60";GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
128700;"9870E8";INNATECH SDN BHD
128701;"9873C4";Sage Electronic Engineering LLC
128702;"98743D";Shenzhen Jun Kai Hengye Technology Co. Ltd
128703;"9874DA";Infinix mobility limited
128704;"9876B6";Adafruit
128705;"987770";Pep Digital Technology (Guangzhou) Co., Ltd
128706;"987A10";Ericsson AB
128707;"987A14";Microsoft Corporation
128708;"987BF3";Texas Instruments
128709;"987E46";Emizon Networks Limited
128710;"987ECA";Inventus Power Eletronica do Brasil LTDA
128711;"9880EE";Samsung Electronics Co.,Ltd
128712;"988217";Disruptive Ltd
128713;"988389";Samsung Electronics Co.,Ltd
128714;"9884E3";Texas Instruments
128715;"98865D";Nokia Shanghai Bell Co., Ltd.
128716;"9886B1";Flyaudio corporation (China)
128717;"988744";Wuxi Hongda Science and Technology Co.,LTD
128718;"9889ED";Anadem Information Inc.
128719;"988B0A";Hangzhou Hikvision Digital Technology Co.,Ltd.
128720;"988B5D";Sagemcom Broadband SAS
128721;"988BAD";Corintech Ltd.
128722;"988D46";Intel Corporate
128723;"988E34";ZHEJIANG BOXSAM ELECTRONIC CO.,LTD
128724;"988E4A";NOXUS(BEIJING) TECHNOLOGY CO.,LTD
128725;"988E79";Qudelix, Inc.
128726;"988ED4";ITEL MOBILE LIMITED
128727;"988EDD";TE Connectivity Limerick
128728;"989080";Linkpower Network System Inc Ltd.
128729;"989096";Dell Inc.
128730;"9893CC";LG ELECTRONICS INC
128731;"989449";Skyworth Wireless Technology Ltd.
128732;"9897D1";MitraStar Technology Corp.
128733;"989BCB";AVM Audiovisuelles Marketing und Computersysteme GmbH
128734;"989C57";HUAWEI TECHNOLOGIES CO.,LTD
128735;"989D5D";Technicolor CH USA Inc.
128736;"989E63";Apple, Inc.
128737;"98A404";Ericsson AB
128738;"98A40E";Snap, Inc.
128739;"98A7B0";MCST ZAO
128740;"98A942";Guangzhou Tozed Kangwei Intelligent Technology Co., LTD
128741;"98AA3C";Will i-tech Co., Ltd.
128742;"98AAD7";BLUE WAVE NETWORKING CO LTD
128743;"98AAFC";IEEE Registration Authority
128744;"98AAFC0";Dalian Eastern Display Co., Ltd.
128745;"98AAFC1";SURTEC
128746;"98AAFC2";Shenzhen UniStrong Science & Technology Co., Ltd
128747;"98AAFC3";Nexus Electrical(Jiaxing) Limited
128748;"98AAFC4";"RPE ""RADICO"""
128749;"98AAFC5";SPM Instrument AB
128750;"98AAFC6";Mekotronics Co., Ltd
128751;"98AAFC7";Shenzhen Hubsan Technology Co.，LTD.
128752;"98AAFC8";Beijing Tiandi-Marco Electro-Hydraulic Control System Company Ltd.
128753;"98AAFC9";BEAM Authentic
128754;"98AAFCA";SENKO Co.,Ltd.
128755;"98AAFCB";Resonant Systems Inc.
128756;"98AAFCC";dots Inc.
128757;"98AAFCD";MCS Micronic Computer Systeme GmbH
128758;"98AAFCE";Comarch S.A.
128759;"98AE71";VVDN Technologies Pvt Ltd
128760;"98AF65";Intel Corporate
128761;"98B039";Nokia
128762;"98B3EF";Huawei Device Co., Ltd.
128763;"98B6E9";Nintendo Co.,Ltd
128764;"98B8BA";LG Electronics (Mobile Communications)
128765;"98B8BC";Samsung Electronics Co.,Ltd
128766;"98B8E3";Apple, Inc.
128767;"98BA39";Doro AB
128768;"98BB1E";BYD Precision Manufacture Company Ltd.
128769;"98BB99";Phicomm (Sichuan) Co.,Ltd.
128770;"98BC57";SVA TECHNOLOGIES CO.LTD
128771;"98BC99";Edeltech Co.,Ltd.
128772;"98BE94";IBM
128773;"98C0EB";Global Regency Ltd
128774;"98C5DB";Ericsson AB
128775;"98C7A4";Shenzhen HS Fiber Communication Equipment CO., LTD
128776;"98C845";PacketAccess
128777;"98C8B8";vivo Mobile Communication Co., Ltd.
128778;"98C97C";Shenzhen iComm Semiconductor CO,LTD
128779;"98CA33";Apple, Inc.
128780;"98CB27";Galore Networks Pvt. Ltd.
128781;"98CBA4";Benchmark Electronics
128782;"98CC4D";Shenzhen mantunsci co., LTD
128783;"98CDB4";Virident Systems, Inc.
128784;"98CF53";BBK EDUCATIONAL ELECTRONICS CORP.,LTD.
128785;"98D293";Google, Inc.
128786;"98D331";Shenzhen Bolutek Technology Co.,Ltd.
128787;"98D3D2";MEKRA Lang GmbH & Co. KG
128788;"98D3E7";Netafim L
128789;"98D686";Chyi Lee industry Co., ltd.
128790;"98D6BB";Apple, Inc.
128791;"98D6F7";LG Electronics (Mobile Communications)
128792;"98D863";Shanghai High-Flying Electronics Technology Co., Ltd
128793;"98D88C";Nortel Networks
128794;"98DA92";Vuzix Corporation
128795;"98DAC4";TP-LINK TECHNOLOGIES CO.,LTD.
128796;"98DCD9";UNITEC Co., Ltd.
128797;"98DD5B";TAKUMI JAPAN LTD
128798;"98DDEA";Infinix mobility limited
128799;"98DED0";TP-LINK TECHNOLOGIES CO.,LTD.
128800;"98DF82";Hangzhou Hikvision Digital Technology Co.,Ltd.
128801;"98E0D9";Apple, Inc.
128802;"98E165";Accutome
128803;"98E476";Zentan
128804;"98E743";Dell Inc.
128805;"98E79A";Foxconn(NanJing) Communication Co.,Ltd.
128806;"98E7F4";Hewlett Packard
128807;"98E7F5";HUAWEI TECHNOLOGIES CO.,LTD
128808;"98E848";Axiim
128809;"98E8FA";Nintendo Co.,Ltd
128810;"98EC65";Cosesy ApS
128811;"98ED5C";Tesla,Inc.
128812;"98EECB";Wistron Infocomm (Zhongshan) Corporation
128813;"98EF9B";OHSUNG
128814;"98F058";Lynxspring, Incl.
128815;"98F0AB";Apple, Inc.
128816;"98F170";Murata Manufacturing Co., Ltd.
128817;"98F199";NEC Platforms, Ltd.
128818;"98F2B3";Hewlett Packard Enterprise
128819;"98F428";zte corporation
128820;"98F4AB";Espressif Inc.
128821;"98F537";zte corporation
128822;"98F5A9";OHSUNG
128823;"98F621";Xiaomi Communications Co Ltd
128824;"98F781";ARRIS Group, Inc.
128825;"98F7D7";ARRIS Group, Inc.
128826;"98F8C1";IDT Technology Limited
128827;"98F8DB";Marini Impianti Industriali s.r.l.
128828;"98F9C7";IEEE Registration Authority
128829;"98F9C70";SHENZHEN HUNTKEY ELECTRIC CO., LTD.
128830;"98F9C71";HighSecLabs
128831;"98F9C72";Pozyx NV
128832;"98F9C73";Beijing Horizon Information Technology Co., Ltd
128833;"98F9C74";Promess GmbH
128834;"98F9C75";Tonycore Technology Co.,Ltd.
128835;"98F9C76";GoodBox
128836;"98F9C77";ARIMA Communications Corp.
128837;"98F9C78";Renalsense
128838;"98F9C79";Koala Technology CO., LTD.
128839;"98F9C7A";MSB Elektronik und Gerätebau GmbH
128840;"98F9C7B";HIROIA Communications Pte. Ltd. Taiwan Branch
128841;"98F9C7C";ShenZhen Chuangwei Electronic Appliance Co.,Ltd
128842;"98F9C7D";hangzhou soar security technologies limited liability company
128843;"98F9C7E";NC-LINK Technology Co., Ltd.
128844;"98FA9B";LCFC(HeFei) Electronics Technology co., ltd
128845;"98FAA7";INNONET
128846;"98FAE3";Xiaomi Communications Co Ltd
128847;"98FB12";Grand Electronics (HK) Ltd
128848;"98FC11";Cisco-Linksys, LLC
128849;"98FD74";ACT.CO.LTD
128850;"98FDB4";Primax Electronics Ltd.
128851;"98FE03";Ericsson - North America
128852;"98FE94";Apple, Inc.
128853;"98FF6A";OTEC(Shanghai)Technology Co.,Ltd.
128854;"98FFD0";Lenovo Mobile Communication Technology Ltd.
128855;"9C0111";Shenzhen Newabel Electronic Co., Ltd.
128856;"9C0298";Samsung Electronics Co.,Ltd
128857;"9C039E";Beijing Winchannel Software Technology Co., Ltd
128858;"9C0473";Tecmobile (International) Ltd.
128859;"9C04EB";Apple, Inc.
128860;"9C061B";Hangzhou H3C Technologies Co., Limited
128861;"9C066E";Hytera Communications Corporation Limited
128862;"9C0CDF";GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
128863;"9C0DAC";Tymphany HK Limited
128864;"9C0E4A";Shenzhen Vastking Electronic Co.,Ltd.
128865;"9C13AB";Chanson Water Co., Ltd.
128866;"9C1463";Zhejiang Dahua Technology Co., Ltd.
128867;"9C1465";Edata Elektronik San. ve Tic. A.Ş.
128868;"9C1874";Nokia Danmark A/S
128869;"9C19C2";Dongguan Liesheng Electronic Co., Ltd.
128870;"9C1C12";Aruba, a Hewlett Packard Enterprise Company
128871;"9C1D36";HUAWEI TECHNOLOGIES CO.,LTD
128872;"9C1D58";Texas Instruments
128873;"9C1E95";Actiontec Electronics, Inc
128874;"9C1FDD";Accupix Inc.
128875;"9C207B";Apple, Inc.
128876;"9C216A";TP-LINK TECHNOLOGIES CO.,LTD.
128877;"9C220E";TASCAN Systems GmbH
128878;"9C25BE";Wildlife Acoustics, Inc.
128879;"9C2840";Discovery Technology,LTD..
128880;"9C28BF";Continental Automotive Czech Republic s.r.o.
128881;"9C28EF";HUAWEI TECHNOLOGIES CO.,LTD
128882;"9C28F7";Xiaomi Communications Co Ltd
128883;"9C293F";Apple, Inc.
128884;"9C2976";Intel Corporate
128885;"9C2A70";Hon Hai Precision Ind. Co.,Ltd.
128886;"9C2A83";Samsung Electronics Co.,Ltd
128887;"9C2DCF";Shishi Tongyun Technology(Chengdu)Co.,Ltd.
128888;"9C2EA1";Xiaomi Communications Co Ltd
128889;"9C2F4E";zte corporation
128890;"9C2F73";Universal Tiancheng Technology (Beijing) Co., Ltd.
128891;"9C305B";Hon Hai Precision Ind. Co.,Ltd.
128892;"9C3066";RWE Effizienz GmbH
128893;"9C3178";Foshan Huadian Intelligent Communications Teachnologies Co.,Ltd
128894;"9C31B6";Kulite Semiconductor Products Inc
128895;"9C31C3";BSkyB Ltd
128896;"9C32A9";SICHUAN TIANYI COMHEART TELECOMCO., LTD
128897;"9C32CE";CANON INC.
128898;"9C3426";ARRIS Group, Inc.
128899;"9C3583";Nipro Diagnostics, Inc
128900;"9C35EB";Apple, Inc.
128901;"9C37F4";HUAWEI TECHNOLOGIES CO.,LTD
128902;"9C3A9A";Shenzhen Sundray Technologies Company Limited
128903;"9C3AAF";Samsung Electronics Co.,Ltd
128904;"9C3DCF";NETGEAR
128905;"9C3EAA";EnvyLogic Co.,Ltd.
128906;"9C417C";Hame  Technology Co.,  Limited
128907;"9C431E";IEEE Registration Authority
128908;"9C431E0";Antailiye Technology Co.,Ltd
128909;"9C431E1";Symfun Telecom Ltd
128910;"9C431E2";HAESUNG DS
128911;"9C431E3";Advanced Logic Technology (ALT) sa
128912;"9C431E4";Wireless Environment, LLC
128913;"9C431E5";ProMOS Technologies Inc.
128914;"9C431E6";R-S-I Elektrotechnik GmbH  CO KG
128915;"9C431E7";Optris GmbH
128916;"9C431E8";Wunda Group plc
128917;"9C431E9";"""CONTINENT"" Co. Ltd"
128918;"9C431EA";ST Access Control System Corp.
128919;"9C431EB";JNL Technologies Inc
128920;"9C431EC";SuZhou Jinruiyang Information Technology CO.,LTD
128921;"9C431ED";HK ELEPHONE Communication Tech Co.,Limited
128922;"9C431EE";Phoenix Audio Technologies
128923;"9C443D";CHENGDU XUGUANG TECHNOLOGY CO, LTD
128924;"9C44A6";SwiftTest, Inc.
128925;"9C4563";DIMEP Sistemas
128926;"9C497F";Integrated Device Technology (Malaysia) Sdn. Bhd.
128927;"9C4A7B";Nokia Corporation
128928;"9C4CAE";Mesa Labs
128929;"9C4E20";Cisco Systems, Inc
128930;"9C4E36";Intel Corporate
128931;"9C4E8E";ALT Systems Ltd
128932;"9C4EBF";BoxCast
128933;"9C4FCF";TCT mobile ltd
128934;"9C4FDA";Apple, Inc.
128935;"9C50EE";Cambridge Industries(Group) Co.,Ltd.
128936;"9C52F8";HUAWEI TECHNOLOGIES CO.,LTD
128937;"9C53CD";ENGICAM s.r.l.
128938;"9C541C";Shenzhen My-power Technology Co.,Ltd
128939;"9C54CA";Zhengzhou VCOM Science and Technology Co.,Ltd
128940;"9C54DA";SkyBell Technologies Inc.
128941;"9C55B4";I.S.E. S.r.l.
128942;"9C5711";Feitian Xunda(Beijing) Aeronautical Information Technology Co., Ltd.
128943;"9C57AD";Cisco Systems, Inc
128944;"9C5A44";COMPAL INFORMATION (KUNSHAN) CO., LTD.
128945;"9C5B96";NMR Corporation
128946;"9C5C8D";FIREMAX INDÚSTRIA E COMÉRCIO DE PRODUTOS ELETRÔNICOS  LTDA
128947;"9C5C8E";ASUSTek COMPUTER INC.
128948;"9C5CF9";Sony Mobile Communications Inc
128949;"9C5D12";Extreme Networks, Inc.
128950;"9C5D95";VTC Electronics Corp.
128951;"9C5E73";Calibre UK LTD
128952;"9C5F5A";GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
128953;"9C611D";Panasonic Corporation of North America
128954;"9C6121";SICHUAN TIANYI COMHEART TELECOMCO.,LTD
128955;"9C62AB";Sumavision Technologies Co.,Ltd
128956;"9C63ED";zte corporation
128957;"9C645E";Harman Consumer Group
128958;"9C648B";Apple, Inc.
128959;"9C65B0";Samsung Electronics Co.,Ltd
128960;"9C65EE";DASAN Network Solutions
128961;"9C65F9";AcSiP Technology Corp.
128962;"9C6650";Glodio Technolies Co.,Ltd Tianjin Branch
128963;"9C685B";Octonion SA
128964;"9C6937";Qorvo Utrecht B.V.
128965;"9C69B4";IEEE Registration Authority
128966;"9C69B40";Suzhou Fitcan Technology Co.,LTD
128967;"9C69B41";EA Technology Ltd
128968;"9C69B42";MOZI (Shenzhen) Artificial Intelligence Technology Co., Ltd.
128969;"9C69B43";Appareo Systems, LLC
128970;"9C69B44";Globalcom Engineering SPA
128971;"9C69B45";Elesta GmbH
128972;"9C69B46";Shenzhen jiahua zhongli technology co.LTD
128973;"9C69B47";PCI Limited
128974;"9C69B48";Skydock do Brasil Ltda
128975;"9C69B49";Teptron AB
128976;"9C69B4A";BEIJING PICOHOOD TECHNOLOGY CO.,LTD
128977;"9C69B4B";Toughdog Security Systems
128978;"9C69B4C";Guangdong Hanwei intergration Co.,Ltd
128979;"9C69B4D";"""Intellect module"" LLC"
128980;"9C69B4E";NINGBO SHEN LINK COMMUNICATION TECHNOLOGY CO., LTD
128981;"9C69D1";HUAWEI TECHNOLOGIES CO.,LTD
128982;"9C6ABE";QEES ApS.
128983;"9C6B37";Renesas Electronics (Penang) Sdn. Bhd.
128984;"9C6B72";Realme Chongqing MobileTelecommunications Corp Ltd
128985;"9C6C15";Microsoft Corporation
128986;"9C6F52";zte corporation
128987;"9C713A";HUAWEI TECHNOLOGIES CO.,LTD
128988;"9C741A";HUAWEI TECHNOLOGIES CO.,LTD
128989;"9C7514";Wildix srl
128990;"9C77AA";NADASNV
128991;"9C79AC";Suntec Software(Shanghai) Co., Ltd.
128992;"9C7A03";Ciena Corporation
128993;"9C7BD2";NEOLAB Convergence
128994;"9C7BEF";Hewlett Packard
128995;"9C7DA3";HUAWEI TECHNOLOGIES CO.,LTD
128996;"9C7F57";UNIC Memory Technology Co Ltd
128997;"9C807D";SYSCABLE Korea Inc.
128998;"9C80DF";Arcadyan Technology Corporation
128999;"9C8275";Yichip Microelectronics (Hangzhou) Co.,Ltd
129000;"9C83BF";PRO-VISION, Inc.
129001;"9C84BF";Apple, Inc.
129002;"9C86DA";Phoenix Geophysics Ltd.
129003;"9C8888";Simac Techniek NV
129004;"9C88AD";Fiberhome Telecommunication Technologies Co.,LTD
129005;"9C8ACB";Juniper Networks
129006;"9C8BA0";Apple, Inc.
129007;"9C8BF1";The Warehouse Limited
129008;"9C8C6E";Samsung Electronics Co.,Ltd
129009;"9C8CD8";Hewlett Packard Enterprise
129010;"9C8D1A";INTEG process group inc
129011;"9C8D7C";ALPS ELECTRIC CO., LTD.
129012;"9C8DD3";Leonton Technologies
129013;"9C8E99";Hewlett Packard
129014;"9C8ECD";Amcrest Technologies
129015;"9C8EDC";Teracom Limited
129016;"9C934E";Xerox Corporation
129017;"9C93B0";Megatronix (Beijing) Technology Co., Ltd.
129018;"9C93E4";Private
129019;"9C95F8";SmartDoor Systems, LLC
129020;"9C9726";Technicolor
129021;"9C9789";"1MORE"
129022;"9C9811";Guangzhou Sunrise Electronics Development Co., Ltd
129023;"9C99A0";Xiaomi Communications Co Ltd
129024;"9C99CD";Voippartners
129025;"9C9C1D";Starkey Labs Inc.
129026;"9C9C40";SICHUAN TIANYI COMHEART TELECOMCO., LTD
129027;"9C9D5D";Raden Inc
129028;"9C9D7E";Beijing Xiaomi Mobile Software Co., Ltd
129029;"9CA10A";SCLE SFE
129030;"9CA134";Nike, Inc.
129031;"9CA3A9";Guangzhou Juan Optical and Electronical Tech Joint Stock Co., Ltd
129032;"9CA3BA";SAKURA Internet Inc.
129033;"9CA513";Samsung Electronics Co.,Ltd
129034;"9CA525";Shandong USR IOT Technology Limited
129035;"9CA577";Osorno Enterprises Inc.
129036;"9CA5C0";vivo Mobile Communication Co., Ltd.
129037;"9CA615";TP-LINK TECHNOLOGIES CO.,LTD.
129038;"9CA69D";Whaley Technology Co.Ltd
129039;"9CA9E4";zte corporation
129040;"9CAA1B";Microsoft Corporation
129041;"9CAC6D";Universal Electronics, Inc.
129042;"9CAD97";Hon Hai Precision Ind. Co.,Ltd.
129043;"9CADEF";Obihai Technology, Inc.
129044;"9CAED3";Seiko Epson Corporation
129045;"9CAF6F";ITEL MOBILE LIMITED
129046;"9CAFCA";Cisco Systems, Inc
129047;"9CB008";Ubiquitous Computing Technology Corporation
129048;"9CB206";PROCENTEC
129049;"9CB2B2";HUAWEI TECHNOLOGIES CO.,LTD
129050;"9CB654";Hewlett Packard
129051;"9CB6D0";Rivet Networks
129052;"9CB70D";Liteon Technology Corporation
129053;"9CB793";Creatcomm Technology Inc.
129054;"9CBB98";Shen Zhen RND Electronic Co.,LTD
129055;"9CBD6E";DERA Co., Ltd
129056;"9CBD9D";SkyDisk, Inc.
129057;"9CBEE0";Biosoundlab Co., Ltd.
129058;"9CC077";PrintCounts, LLC
129059;"9CC0D2";Conductix-Wampfler GmbH
129060;"9CC172";HUAWEI TECHNOLOGIES CO.,LTD
129061;"9CC7A6";AVM GmbH
129062;"9CC7D1";SHARP Corporation
129063;"9CC8AE";Becton, Dickinson  and Company
